customer_id,total_invoice,total_quantity,cant_products,freq_purchase,cant_transactions,cant_categories,cant_coupons,cant_coupons_used
14708,2437.96313,54,12,2,8,6,7,6
14709,2940.05256,103,31,3,17,7,10,17
14713,8086.74776,215,45,3,49,8,10,31
14715,578.35826,13,13,1,7,6,6,4
14723,7729.84806,293,72,2,39,11,15,31
14729,9213.8237,352,37,2,42,10,9,27
14732,375.59804,10,10,1,5,4,4,5
14733,12236.220140000001,616,89,7,72,11,19,45
14735,3202.91034,209,23,3,19,10,9,17
14737,287.08556,21,8,1,2,3,3,2
14738,2221.48876,17,8,1,9,4,4,3
14739,1080.46758,29,18,3,11,4,6,8
14741,1677.84366,33,18,2,8,5,8,5
14744,1887.92632,136,11,4,9,6,7,4
14748,1861.85763,210,33,2,19,6,7,16
14755,2862.45372,40,20,1,18,8,7,12
14761,1026.6261200000001,116,7,1,3,4,4,3
14766,878.4736,10,7,3,5,2,2,1
14769,5309.36055,80,33,3,33,8,9,25
14770,1266.43495,137,16,2,9,9,8,7
14775,1669.8585400000002,43,17,1,9,5,4,7
14776,3169.5083200000004,31,15,1,19,6,6,9
14777,73.94040000000001,2,2,1,1,1,1,0
14778,2935.0243699999996,72,13,1,15,5,5,7
14779,9099.28946,643,23,2,20,7,9,11
14782,526.8747,11,5,1,3,5,5,2
14784,266.473,12,3,1,3,2,2,2
14794,845.51152,13,7,1,5,4,4,5
14796,16118.95938,644,94,5,79,12,24,43
14798,1292.9015,8,6,1,5,2,2,0
14800,11882.81212,399,83,4,72,10,9,58
14805,3187.6076,56,12,1,15,5,5,9
14810,6426.37966,275,42,3,24,8,11,22
14813,3140.37494,42,13,2,25,5,5,7
14821,366.43,3,2,1,1,1,1,1
14825,2235.91344,225,15,3,11,7,7,6
14828,332.7046,5,5,1,3,2,2,2
14829,5059.3963,47,20,4,19,4,7,8
14841,2500.01776,24,14,1,11,4,4,3
14842,192.78400000000002,2,2,1,2,2,2,0
14849,5791.71702,219,40,5,31,6,8,15
14850,1615.3328999999999,30,22,2,12,5,5,10
14865,56.3382,3,3,1,1,2,2,0
14866,22.4495,1,1,1,1,1,1,0
14867,1033.9316000000001,38,16,2,8,7,7,7
14871,1035.8089200000002,35,25,1,8,5,4,9
14878,1117.35476,16,13,1,6,3,3,4
14889,596.1976,19,9,1,7,4,4,2
14895,103.08,30,3,1,1,2,2,0
14896,3913.5862,66,24,2,19,7,6,8
14898,1773.46198,52,9,4,9,3,5,5
14901,5083.46994,100,29,5,25,7,12,19
14907,5181.88862,258,37,3,20,7,10,17
14911,57962.371510000004,2222,205,26,274,15,35,177
14913,949.30476,27,14,1,7,4,4,4
14916,2215.88928,20,12,1,7,4,4,6
14932,905.68317,53,17,1,3,4,4,6
14944,50.8164,2,1,1,1,1,1,0
14952,658.75566,15,10,2,7,4,5,3
14961,3546.91944,71,33,2,18,8,7,19
14970,1437.06496,113,5,1,4,4,4,3
14976,1043.79258,36,14,1,10,5,5,4
14978,5103.6924,118,54,4,29,9,12,21
14985,4731.43394,62,34,2,32,6,5,19
14987,378.3612,26,2,1,1,2,2,0
15002,3542.18012,155,42,3,23,9,13,25
15005,12361.57988,812,99,6,70,12,20,54
15012,6689.22509,184,35,2,30,7,7,14
15018,254.88639999999998,22,3,1,1,2,2,0
15021,4290.95409,537,47,3,19,10,9,19
15023,8760.7256,335,75,3,41,11,16,40
15024,4647.83136,623,42,2,19,10,9,17
15028,1110.04754,57,14,1,7,5,5,2
15032,2158.43538,189,22,2,18,5,4,14
15033,4029.19356,188,46,1,13,12,11,17
15034,6618.30616,303,55,2,35,8,8,31
15038,2796.3966800000003,69,22,2,23,7,6,9
15039,31653.2212,1658,162,8,148,15,30,103
15044,9637.85424,594,92,4,52,11,20,41
15046,4330.6435,114,38,3,21,6,8,12
15048,1700.5922699999999,64,21,1,5,7,6,5
15052,3480.95382,67,22,1,19,5,4,9
15057,3155.23036,67,15,1,17,6,6,6
15058,6439.97028,96,35,2,33,9,8,19
15059,2619.33134,44,25,2,16,6,6,9
15061,17965.03138,777,105,10,80,12,24,53
15062,453.33342,11,11,1,7,4,3,4
15070,541.14814,103,1,1,1,1,1,1
15078,6198.51876,165,42,6,30,6,10,21
15079,4441.73906,39,17,2,17,5,6,16
15081,549.73922,10,8,1,4,3,3,4
15090,2604.54464,32,17,2,15,4,4,8
15093,4155.279030000001,113,24,3,16,8,8,11
15100,967.7399200000001,15,5,6,6,4,5,2
15101,297.44687999999996,7,5,2,4,3,4,2
15107,1576.47506,70,19,7,12,5,8,3
15110,1990.0646000000002,719,5,1,9,4,4,2
15111,3076.04088,777,10,1,9,4,4,4
15139,313.51152,9,8,1,4,3,3,3
15144,4480.91056,782,17,1,10,4,4,7
15157,3287.53105,118,46,2,24,8,7,13
15159,8538.83446,113,39,3,51,9,12,23
15160,389.95815,5,4,1,3,3,3,2
15164,509.60985,24,16,1,5,8,7,7
15165,2500.9433000000004,74,23,1,12,9,8,11
15167,2902.09912,51,34,2,14,7,6,16
15171,155.8228,9,7,2,3,1,2,2
15174,596.70368,154,11,1,1,5,4,3
15179,4192.90004,104,32,3,26,9,9,16
15180,638.5524,6,6,1,6,3,3,1
15181,81.83239999999999,2,2,2,2,1,2,0
15189,1544.02286,81,9,4,7,6,6,2
15192,1137.02478,176,14,1,9,5,5,4
15194,23676.47922,2020,78,7,55,8,12,35
15197,76.03328,4,4,2,3,1,2,3
15199,176.9666,3,3,1,1,3,3,0
15203,283.6792,39,16,1,6,5,5,7
15204,408.12028000000004,11,9,1,7,3,3,2
15208,96.06783999999999,3,3,1,1,1,1,2
15211,1359.98533,115,21,1,8,7,6,9
15213,807.94996,28,24,2,9,6,7,7
15215,291.34392,4,2,1,2,2,2,1
15218,2896.74026,253,22,2,15,6,5,11
15221,411.99490000000003,11,8,2,5,1,2,3
15222,1011.8700000000001,7,5,1,5,2,2,2
15224,395.8823,29,16,4,9,7,7,8
15226,921.9400600000001,10,8,1,7,3,3,2
15227,1153.9872,17,15,1,5,5,5,4
15235,8156.9407,553,70,6,34,7,13,21
15240,2267.53914,25,14,2,11,5,7,6
15246,319.83496,24,12,1,6,4,4,5
15260,1885.55566,22,14,1,9,5,4,6
15262,1797.6929400000001,19,7,1,9,4,4,5
15266,725.9428,7,5,1,4,2,2,2
15270,969.87808,25,18,1,8,7,7,2
15271,4406.05015,264,35,2,16,9,8,13
15279,2011.8717000000001,74,21,2,7,4,4,9
15281,4122.64584,248,44,2,27,9,11,21
15288,2698.23876,119,23,1,10,5,5,8
15290,678.335,23,19,3,7,7,8,9
15291,1205.98392,93,33,6,13,8,12,7
15296,7143.46704,211,47,2,30,6,6,23
15298,2377.1707,182,39,4,17,9,11,12
15299,394.54629,56,3,1,1,2,2,2
15301,4037.11134,187,29,1,17,10,9,10
15304,307.20374000000004,5,4,1,3,3,3,1
15311,85791.96304,4106,235,24,291,16,37,188
15312,762.52687,27,16,2,5,5,5,6
15316,57.92,1,1,1,1,1,1,0
15326,1915.4674400000001,40,26,1,10,6,6,11
15329,108.68271,22,3,1,1,3,3,2
15332,2917.62244,231,24,2,17,6,6,14
15339,5654.69112,70,19,1,32,5,5,24
15346,775.16628,29,16,1,7,6,5,7
15347,116.9762,5,5,1,2,1,1,0
15350,637.9539,5,4,1,3,2,2,1
15351,23632.80632,2160,37,2,24,8,7,14
15353,1157.97742,20,12,1,4,5,5,2
15356,10219.76754,676,72,4,58,10,15,37
15358,12049.00244,281,77,6,69,11,18,41
15361,530.59032,7,7,1,5,2,2,3
15363,1267.17082,25,16,1,2,4,4,7
15365,2155.9706,16,9,1,9,4,4,5
15366,1380.59544,45,7,1,6,3,3,3
15370,120.62236,8,8,1,2,3,3,3
15373,2723.8591,229,20,4,16,7,12,6
15379,11828.58482,461,90,6,62,10,16,44
15380,386.4354,7,1,1,1,1,1,0
15384,1771.06956,166,18,2,13,6,6,8
15392,1675.30088,35,16,3,10,8,7,7
15394,2681.33538,40,17,1,15,5,5,7
15395,928.0785999999999,11,6,1,6,3,3,5
15415,7676.142400000001,61,15,2,38,3,3,17
15421,717.3542600000001,38,16,1,2,3,3,5
15422,357.34074,6,6,2,4,5,5,3
15426,7480.09496,434,68,3,33,9,9,37
15443,3685.6779,68,38,1,24,7,6,19
15447,732.4046599999999,44,9,1,5,4,4,2
15448,5133.415800000001,54,14,1,21,5,5,15
15454,1978.52704,113,23,1,11,6,5,5
15456,1542.48096,30,22,1,12,7,6,8
15460,6636.50731,252,40,2,33,7,7,20
15464,14994.62122,826,97,2,68,11,10,47
15465,1773.12312,88,20,4,11,5,8,9
15468,8.6312,1,1,1,1,1,1,1
15482,387.47610000000003,63,8,1,5,4,3,1
15485,2822.13131,330,36,2,12,10,12,16
15497,1852.86458,14,9,2,9,5,6,1
15498,12721.71534,511,100,7,85,10,16,67
15502,5004.07775,395,34,2,22,9,9,16
15503,4221.639520000001,397,45,1,39,7,6,19
15510,39.1142,1,1,1,1,1,1,0
15512,199.13412,12,6,1,4,3,3,2
15513,5479.77712,386,39,5,18,8,12,14
15514,7892.29683,526,75,3,52,10,13,37
15518,4812.10272,151,48,2,28,9,13,18
15525,8809.443650000001,414,33,1,36,10,9,15
15527,3214.4615000000003,41,21,2,17,7,9,12
15529,8881.35057,330,50,4,42,10,10,30
15532,6503.82792,90,34,2,29,8,7,16
15535,3886.6966,63,29,3,30,8,9,13
15544,2324.23582,35,17,1,15,5,5,12
15545,4079.29608,92,22,1,12,4,3,4
15547,8654.0263,357,56,4,48,9,8,38
15549,9549.55332,260,32,3,33,10,9,26
15555,6841.9721,237,68,3,48,8,13,39
15562,92.9,1,1,1,1,1,1,0
15563,1553.35284,26,19,1,6,4,4,9
15569,305.1236,50,7,1,1,2,2,3
15570,18903.55202,830,96,7,56,9,13,44
15574,14190.35294,491,110,3,64,11,16,57
15579,4080.5573600000002,35,15,2,18,7,6,6
15581,3254.49084,137,42,3,17,7,6,18
15587,702.5220000000002,35,3,1,2,3,3,1
15589,1421.8340699999999,57,12,1,6,5,5,5
15596,3664.32656,241,37,3,18,8,12,17
15601,19790.68832,1649,99,5,87,12,22,58
15602,1651.5590000000002,20,13,6,12,6,9,7
15605,2473.6922000000004,21,5,1,9,1,1,5
15606,475.08393,14,9,1,4,5,4,8
15607,947.2718000000001,17,13,1,6,3,3,3
15611,131.2682,3,3,1,1,1,1,0
15615,4462.07684,403,46,2,20,10,13,18
15620,1450.79854,53,26,1,13,9,8,16
15626,1069.7236,30,19,1,7,5,5,7
15628,2341.14994,23,13,1,14,5,5,4
15640,11557.43743,754,72,6,47,12,18,40
15641,1437.17198,38,19,1,7,5,4,6
15646,1916.8632400000001,35,10,1,13,3,3,9
15649,103.58500000000001,2,2,2,2,2,2,0
15658,6291.18882,160,22,4,17,6,7,12
15660,692.6814800000001,15,10,1,6,4,3,3
15661,1378.65,8,3,2,5,2,3,2
15664,366.764,150,2,1,1,2,1,1
15673,2507.84762,182,44,1,17,10,9,18
15680,2678.1587900000004,75,27,1,14,6,6,12
15687,5964.92584,430,35,2,22,10,14,12
15689,1203.54536,182,6,1,2,5,4,2
15694,2731.43892,85,17,5,12,4,6,10
15696,3834.83111,59,32,5,28,8,12,15
15708,9660.53816,550,72,4,46,10,9,34
15713,1205.89634,21,10,2,5,3,3,3
15716,2661.6012,65,27,2,21,10,9,11
15719,17810.57432,794,96,3,95,10,13,65
15723,4107.75577,82,26,1,22,7,6,14
15727,7763.752460000001,750,68,2,37,10,15,28
15732,371.05830000000003,5,4,1,4,3,3,2
15738,2609.5548000000003,88,33,4,15,6,12,14
15749,694.9100000000001,8,3,1,5,2,2,1
15750,2151.9822400000003,41,20,3,12,7,8,9
15752,1862.45099,92,11,1,8,6,5,5
15759,135.81412,4,4,1,1,1,1,2
15769,1049.5089600000001,36,12,3,6,4,5,3
15777,664.7322800000002,11,8,3,6,4,5,3
15780,1930.08524,19,8,1,9,3,3,4
15781,835.90202,10,4,1,3,2,2,2
15789,2440.46716,45,20,1,13,5,5,8
15797,194.055,1,1,1,1,1,1,1
15799,1173.40756,32,22,1,8,5,5,9
15805,1877.3542000000002,250,9,1,6,3,3,6
15808,27473.10433,879,109,7,123,13,22,58
15811,1402.06472,33,20,2,12,4,6,7
15812,384.85,2,2,1,2,2,2,0
15820,1960.4156600000001,137,15,2,9,5,4,10
15822,1107.20914,86,16,1,6,6,5,4
15823,819.12275,20,17,2,9,5,5,6
15827,3486.2181,38,20,5,22,7,11,8
15831,1138.96968,54,17,2,3,6,5,5
15834,127.148,6,2,1,1,1,1,0
15835,743.62796,26,14,1,5,5,5,7
15838,595.0459000000001,19,5,3,5,4,4,1
15841,195.32208,9,7,1,5,4,4,1
15845,5745.5234,373,12,1,7,7,6,2
15854,2787.04418,38,20,3,14,9,11,10
15856,4923.249510000001,96,37,3,32,8,10,12
15858,3697.88878,107,36,1,18,6,6,12
15860,2318.74896,179,9,1,10,5,5,6
15862,10300.37106,332,32,1,40,11,10,22
15864,1406.4966000000002,11,7,2,8,3,4,1
15867,13358.43698,306,76,6,77,12,16,47
15880,14773.070520000001,1010,56,2,46,8,7,35
15881,4254.39719,87,21,4,19,6,9,11
15882,2545.93542,109,12,2,11,5,5,7
15885,32.4438,1,1,1,1,1,1,0
15889,10270.80148,583,33,1,37,7,6,21
15894,3803.39278,119,23,2,25,7,6,11
15898,5003.11675,72,44,2,38,6,6,19
15899,407.9992,9,3,1,4,2,2,1
15910,6144.7249,302,26,1,28,7,7,16
15916,4450.0618,76,36,4,27,6,9,11
15919,5147.74256,401,33,1,24,8,7,14
15922,797.69736,17,11,2,6,5,4,1
15923,2440.32832,26,15,1,14,6,6,4
15938,1434.5100000000002,8,4,1,4,2,2,1
15939,1255.16868,58,18,4,7,6,9,5
15940,20.43282,2,2,1,1,1,1,1
15945,594.1981999999999,111,2,1,2,2,2,0
15950,2297.9849,209,24,1,12,8,7,9
15953,2620.30964,45,23,2,11,4,5,8
15955,3722.49722,169,16,1,15,6,5,5
15965,2216.7096800000004,191,14,1,9,6,5,8
15967,3171.72632,80,25,1,15,8,7,9
15971,372.64482,4,3,1,3,2,2,3
15973,397.08189,29,5,2,3,5,5,2
15981,146.22562,5,4,1,2,3,3,2
15983,6803.34892,444,61,4,37,7,11,24
15984,720.98531,18,17,2,5,8,8,7
15987,278.59997999999996,14,9,1,3,3,3,5
15996,1108.32346,44,29,2,9,6,5,13
15998,9842.46542,507,91,1,48,13,12,31
16003,1938.6186,120,19,1,9,6,6,5
16010,3880.54512,331,17,1,14,5,5,11
16011,6666.07894,79,36,3,33,8,13,15
16013,578.965,15,12,5,8,4,6,0
16016,7005.34864,481,43,3,33,8,12,25
16019,1164.81968,37,24,3,9,4,5,8
16029,5737.9535000000005,138,33,9,30,7,11,14
16030,3987.6556,45,20,1,21,6,6,6
16033,9832.09978,492,107,4,50,10,18,49
16034,338.358,82,9,1,2,7,6,3
16037,1008.90685,109,15,1,7,7,6,6
16042,618.388,14,5,3,5,2,2,2
16043,1132.7552,24,16,1,8,6,5,9
16048,1602.92332,13,7,1,5,3,3,2
16059,2895.98414,170,40,2,21,8,7,19
16062,713.2986000000001,7,5,1,5,2,2,0
16065,8377.79271,110,43,2,39,9,8,23
16081,2976.09675,209,19,1,14,6,6,10
16083,596.4856,64,14,1,8,5,5,7
16085,2440.62594,140,23,1,12,9,9,13
16086,822.4624,8,4,1,5,3,3,3
16094,35.2342,2,2,1,1,1,1,0
16098,988.1271,13,11,1,5,2,2,2
16109,851.5175,5,3,2,3,2,2,0
16110,13010.70403,252,52,2,69,9,9,41
16112,1031.2314000000001,15,10,2,5,3,4,4
16122,1010.8370699999999,24,19,2,8,5,7,9
16124,1043.24256,23,16,2,8,5,5,3
16125,1720.1115,21,7,1,11,4,4,5
16133,1332.0029000000002,20,13,2,7,3,4,5
16134,2652.54542,76,15,3,12,3,4,7
16138,15.784,1,1,1,1,1,1,0
16140,1190.8527600000002,28,6,1,6,3,3,2
16143,3313.5118300000004,71,25,3,12,9,13,9
16145,2529.62897,52,33,4,15,6,9,14
16150,2590.7581600000003,98,21,2,14,8,9,9
16153,1275.1364,11,7,1,7,2,2,2
16156,2107.52868,20,16,1,13,6,6,4
16161,11717.35563,339,83,7,64,10,14,42
16163,166.32618,5,5,1,4,3,2,1
16168,578.2384,70,8,2,3,6,6,1
16186,906.64561,49,19,1,2,7,6,9
16191,1705.43272,53,33,9,15,8,11,11
16202,934.17744,27,17,1,7,4,4,8
16203,1804.92,22,7,2,11,4,4,2
16206,1869.26488,117,21,1,11,6,6,6
16210,4382.333320000001,65,28,6,20,9,12,11
16218,4166.47286,40,12,2,17,4,4,12
16221,1256.91446,199,12,1,4,5,5,5
16222,12996.7011,336,63,2,71,9,8,47
16233,764.4938,24,12,4,6,6,7,2
16235,970.9305,10,6,2,7,3,5,3
16241,7105.03085,324,51,3,30,8,10,18
16244,6221.29763,90,46,2,28,6,5,25
16250,2250.53764,19,9,1,8,4,4,4
16252,1884.8395400000002,29,18,2,12,8,7,6
16255,5085.824500000001,104,47,2,24,10,9,17
16262,747.3000000000001,7,3,1,2,1,1,0
16265,3269.9635200000002,143,36,1,10,8,7,13
16270,4950.940860000001,301,37,1,23,6,5,17
16271,786.6314199999999,21,16,1,4,4,4,5
16274,7653.70347,469,46,1,32,8,7,30
16279,201.83620000000002,3,2,1,2,2,2,0
16282,904.1778,17,10,1,8,4,4,4
16293,741.9093,16,16,1,7,6,5,6
16303,2679.1497999999997,114,32,1,14,9,8,7
16306,543.65378,17,14,2,7,5,6,7
16315,316.4946,16,13,1,4,6,5,9
16316,2496.75076,27,13,2,17,2,3,9
16321,290.36809999999997,58,4,1,2,3,3,2
16326,2210.41444,67,37,3,14,11,10,15
16327,10244.8235,193,57,3,54,10,9,32
16333,648.7645,6,2,1,1,1,1,0
16350,1154.9057400000002,29,25,2,13,8,9,10
16351,281.70956,9,7,1,2,2,2,2
16353,1005.82996,21,11,7,9,4,7,4
16359,99.30766,5,4,2,4,3,4,1
16365,458.46614,14,6,2,6,3,3,5
16367,1566.3076800000001,38,32,1,14,7,6,9
16378,1784.4587000000001,18,7,1,9,3,3,4
16385,1047.90696,42,21,2,9,8,7,6
16387,54.64578,4,4,1,2,3,3,2
16393,1562.4040400000001,202,19,4,13,6,5,8
16395,6836.6705600000005,215,40,2,39,10,12,21
16401,896.5165800000001,23,13,1,10,4,4,1
16402,7261.39018,159,38,2,27,8,7,16
16403,923.7534800000001,36,9,1,3,3,3,2
16405,57.86748,4,3,1,1,1,1,1
16407,1463.51648,23,18,1,10,5,5,4
16409,5260.88268,118,32,2,30,7,7,16
16411,1046.95512,77,21,1,10,8,8,6
16419,1045.72059,28,16,1,7,7,7,5
16422,5291.52688,503,43,9,27,8,13,13
16424,18.5434,1,1,1,1,1,1,0
16442,5583.299980000001,57,26,2,29,8,8,15
16455,1937.979,138,24,2,13,7,6,11
16456,8745.72765,264,31,2,42,8,11,24
16458,567.98764,72,10,1,5,4,4,6
16470,2785.26734,130,34,1,20,8,7,12
16473,425.09168000000005,56,7,1,4,5,5,4
16477,5192.578240000001,129,45,3,30,11,14,20
16493,150.042,7,6,1,1,2,2,3
16496,6415.2972,74,24,1,31,5,5,9
16497,3392.8772,332,22,2,10,5,7,5
16499,2265.13988,43,20,5,13,3,6,3
16500,15.062399999999998,1,1,1,1,1,1,1
16503,5090.2852,322,44,3,26,10,11,17
16510,2222.35696,22,7,2,10,2,2,7
16515,2716.51104,139,24,1,16,8,8,15
16519,109.69955999999999,6,5,1,1,3,3,2
16520,8346.75049,184,34,2,32,6,6,24
16523,2011.37352,47,23,2,18,7,7,13
16525,3717.53107,43,27,5,27,7,10,17
16531,1505.46466,83,12,2,9,7,10,5
16532,17.151,1,1,1,1,1,1,1
16539,3927.3919800000003,123,24,2,14,6,8,8
16546,1820.40568,18,8,2,11,4,4,3
16549,1798.2830800000002,67,30,1,15,5,4,8
16550,3840.4936900000002,154,45,2,22,8,7,12
16551,733.01548,20,8,1,8,6,5,3
16552,524.15922,7,5,1,4,3,3,3
16553,7489.208279999999,265,18,2,5,4,5,5
16554,598.1178,29,2,1,1,2,2,0
16556,1557.6194,25,15,1,9,6,5,6
16558,4023.4321600000003,107,48,4,28,9,15,21
16560,2358.3900000000003,158,15,1,10,3,3,10
16565,105.5484,11,3,1,2,2,2,1
16567,2393.5398800000003,36,17,1,14,5,5,9
16570,2046.01446,30,15,3,11,5,7,6
16579,280.731,5,1,1,1,1,1,0
16583,2188.89964,708,12,1,5,7,6,3
16593,8.249,1,1,1,1,1,1,0
16596,101.0341,16,6,1,3,3,3,1
16600,1077.75928,289,9,1,1,4,3,4
16607,837.57506,37,8,3,8,4,4,5
16612,2956.89185,88,9,1,14,3,3,8
16618,5535.12488,59,23,2,24,10,9,14
16634,1199.6819,10,5,1,6,2,2,1
16638,323.47697999999997,50,12,3,3,5,4,7
16654,813.4316,27,8,1,5,6,6,0
16655,2551.3472,419,32,1,13,9,8,10
16656,193.6237,19,11,4,6,4,5,2
16658,1044.59814,11,8,1,7,3,3,2
16660,43.57258,6,4,1,1,3,3,2
16665,1113.13624,69,8,1,5,4,4,5
16670,4086.58308,277,44,4,25,9,12,13
16676,1022.98482,50,28,1,8,7,7,7
16679,105.63174000000001,5,3,1,1,1,1,1
16684,6195.41954,134,37,4,33,7,7,20
16686,9219.74412,123,54,2,51,10,9,25
16700,4697.4698,83,37,3,24,5,8,10
16701,1538.06868,28,19,3,9,6,6,11
16705,3600.4307200000003,313,40,4,28,6,7,21
16710,5043.11735,330,61,2,28,8,13,32
16711,21.3282,1,1,1,1,1,1,0
16713,9831.48269,559,77,3,49,10,10,35
16714,11607.26236,233,48,1,47,8,7,35
16716,46.90792,1,1,1,1,1,1,1
16717,1333.10374,52,18,2,8,6,7,3
16718,4977.19686,63,25,2,27,9,8,13
16719,6663.94014,235,39,4,34,8,12,24
16722,2693.99575,48,34,3,22,8,12,10
16725,12703.39106,850,89,5,67,13,26,44
16726,770.8712,95,17,1,8,5,4,8
16727,4069.1586800000005,245,39,1,21,7,7,14
16730,3388.5763,23,12,1,9,7,7,4
16735,3648.7664400000003,139,35,2,26,8,7,13
16743,2801.54513,181,28,1,12,7,6,6
16745,5991.65896,90,42,2,28,10,9,17
16746,3228.7353,72,37,3,26,8,7,15
16748,2089.7149400000003,56,18,2,9,6,7,4
16752,1060.77894,16,7,1,4,4,4,7
16754,164.5906,2,2,1,2,2,2,0
16755,1786.3599600000002,22,16,1,7,6,6,5
16757,998.7561400000001,10,6,1,6,4,4,2
16767,6906.03762,100,31,1,26,9,8,17
16770,9875.85326,127,34,3,45,7,13,24
16771,11863.50166,376,60,2,57,9,13,35
16775,2992.2850000000003,42,23,2,19,7,9,13
16779,6392.67424,456,63,7,36,7,10,20
16781,2251.07268,23,12,2,14,2,2,6
16782,10891.56417,1376,80,7,61,10,19,38
16791,3675.67666,78,41,1,17,7,6,18
16795,5169.348110000001,267,48,2,31,8,7,29
16805,4096.785080000001,207,34,1,31,11,10,16
16810,35.5944,1,1,1,1,1,1,1
16812,2028.59912,52,9,1,7,3,3,4
16814,8611.37005,317,64,7,36,9,18,24
16816,2976.3204,24,12,3,16,5,6,5
16817,1928.47574,92,16,3,13,6,7,5
16833,1522.44656,61,16,1,8,6,6,4
16835,285.08371999999997,12,5,1,1,2,2,2
16839,1864.56771,51,24,5,10,9,13,11
16843,1757.3725600000002,99,17,2,8,6,5,7
16850,1680.59554,28,17,1,13,7,7,6
16858,691.0129400000001,14,13,2,2,4,4,4
16861,40.907700000000006,10,2,1,1,2,1,1
16863,1344.80922,297,9,2,5,6,6,2
16873,3704.39258,200,44,2,43,6,8,19
16875,2425.61904,58,22,2,16,4,7,10
16882,267.8,2,1,1,1,1,1,0
16883,2568.49308,22,14,1,11,2,2,5
16885,3851.29938,190,21,1,23,8,7,13
16889,5321.1003,979,44,1,20,10,9,16
16891,8661.164780000001,370,38,2,37,8,7,24
16892,47.23855999999999,4,1,1,1,1,1,1
16893,3854.53888,96,30,2,30,6,5,21
16897,3981.09232,34,20,1,19,6,6,9
16898,3651.21094,127,27,2,11,7,7,11
16899,881.27764,21,14,1,9,3,3,8
16904,6744.5953,234,49,2,44,8,7,21
16905,1069.6060000000002,24,8,1,5,4,4,3
16907,4024.55884,469,26,1,19,7,6,16
16912,1033.81324,30,13,1,5,5,5,7
16916,3706.49226,110,38,1,23,8,7,16
16918,2613.1374,108,21,2,10,5,5,13
16919,8039.590200000001,966,46,2,33,8,12,23
16923,16202.57942,1048,74,5,59,10,9,41
16926,640.70312,17,14,1,6,5,5,5
16927,39.8942,9,2,1,1,2,2,1
16928,1703.30472,94,10,2,5,6,5,3
16931,12252.53993,385,88,4,53,14,24,46
16938,2168.1843,21,10,2,9,3,3,7
16943,1629.4584,25,19,1,10,4,4,5
16945,1506.9146,32,18,1,7,5,5,5
16948,628.5715,57,4,1,4,3,3,2
16949,931.9382,8,5,1,4,3,3,0
16950,187.305,4,3,1,2,2,2,1
16954,418.1947,42,12,1,5,4,4,4
16955,1456.83886,20,14,4,12,4,7,3
16983,1329.60274,42,16,2,10,8,8,6
16985,4152.164360000001,543,24,3,17,7,6,14
16992,49.36714,4,2,1,2,2,2,1
16995,27.1854,1,1,1,1,1,1,0
16996,394.86234,35,6,3,4,5,5,2
16997,706.6298800000001,22,8,2,5,5,5,2
17001,1898.26646,153,24,2,18,9,11,13
17007,1356.3891999999998,185,11,2,8,7,7,3
17017,7774.88281,253,50,5,42,9,14,28
17018,697.6221400000001,7,5,1,5,3,3,2
17019,8839.12125,170,60,3,46,9,14,27
17025,1243.3789000000002,10,5,2,5,2,2,1
17026,173.74040000000002,3,3,1,3,2,2,0
17027,3886.5398800000003,55,30,1,18,8,7,13
17033,406.81882,8,8,1,4,3,3,4
17035,1767.5068,27,15,2,8,4,4,9
17041,728.0354,20,16,1,4,4,4,4
17044,69.53414000000001,3,3,1,1,1,1,1
17048,1337.8921,23,13,2,7,6,7,5
17059,9591.48654,151,63,2,68,8,7,39
17062,6940.15408,264,57,5,34,6,13,25
17064,3788.1339799999996,349,22,1,9,8,7,10
17068,7095.033420000001,102,51,5,37,9,12,20
17069,2638.21976,49,23,3,14,5,5,10
17071,1412.02294,19,12,1,8,5,5,5
17075,456.1498,22,18,1,6,6,6,6
17076,1170.30618,11,6,1,5,2,2,3
17082,562.91208,58,21,2,11,5,4,7
17085,6635.69974,551,64,3,39,11,16,24
17090,106.24620000000002,2,2,1,2,2,2,1
17091,4163.96868,111,43,3,20,10,10,15
17094,1990.74816,97,15,2,8,10,9,5
17095,829.31008,18,17,2,5,6,5,8
17097,6528.44736,158,48,4,29,8,12,21
17105,5126.24919,64,18,1,27,5,5,11
17114,2903.2498,119,25,1,11,9,8,12
17118,1943.7512000000002,135,9,1,7,4,4,3
17126,7372.20858,328,50,2,28,8,8,19
17128,1101.19936,157,14,1,6,7,6,4
17135,1548.8283000000001,14,7,1,6,2,2,4
17146,2407.12198,210,15,1,6,4,4,5
17147,877.33948,49,15,1,8,6,6,7
17158,2266.29876,26,19,2,16,5,5,10
17179,2157.71828,164,20,1,8,4,4,3
17180,6304.74312,201,29,2,31,9,8,17
17181,374.2782,3,2,1,2,2,2,0
17188,3748.9757,192,27,5,27,7,12,13
17189,4498.68384,359,33,1,19,8,7,15
17191,8509.52256,399,52,2,34,8,7,20
17194,1673.87544,141,25,2,13,7,6,8
17198,10785.48594,966,44,3,44,8,11,22
17204,399.70000000000005,3,3,1,3,1,1,0
17211,4977.61884,349,61,3,25,7,9,24
17213,3965.0970800000005,130,38,5,20,9,12,14
17214,1968.04484,46,22,2,15,8,7,9
17218,8356.32281,229,84,4,58,12,21,43
17220,8286.6054,190,40,3,38,8,7,23
