customer_id,last_purchase_date,frequency,monetary,quantity,recency,purchase_days
14621,2019-06-16,11,3835.25782,1014,199,1
14625,2019-05-19,12,2922.68836,119,227,2
14627,2019-12-05,4,661.4102,7,27,1
14639,2019-06-20,22,3513.86996,53,195,3
14643,2019-07-12,10,1350.9426,69,173,2
14646,2019-10-02,114,23781.58189,781,91,9
14653,2019-07-23,17,2715.5844600000005,176,162,1
14657,2019-09-13,33,5908.58432,251,110,1
14659,2019-11-19,21,6095.02588,116,43,1
14662,2019-11-15,18,4288.7781,120,47,1
14665,2019-12-11,12,5835.19458,403,21,1
14667,2019-09-12,71,30200.40314,1573,111,7
14669,2019-08-19,43,7284.25872,146,135,2
14672,2019-08-06,16,2592.13528,168,148,1
14673,2019-03-21,7,1770.9791,28,286,1
14679,2019-01-31,1,158.6729,1,335,1
14680,2019-10-22,38,8617.623,577,71,7
14684,2019-05-08,24,3602.9764,265,238,1
14688,2019-11-29,38,8071.68837,124,33,6
14692,2019-10-14,18,5599.09638,48,79,2
14696,2019-09-15,26,3817.7902,96,108,3
14701,2019-11-09,38,8718.58912,277,53,1
14702,2019-11-16,41,8828.43988,308,46,4
14708,2019-05-24,8,2437.96313,67,222,2
14709,2019-11-21,17,2940.05256,103,41,3
14713,2019-09-30,49,8132.684560000001,219,93,3
14715,2019-08-24,7,578.35826,13,130,1
14723,2019-06-23,41,7751.73706,297,192,2
14729,2019-01-08,42,9213.8237,352,358,2
14732,2019-07-18,5,375.59803999999997,10,167,1
14733,2019-11-03,72,12295.009140000002,617,59,7
14735,2019-12-14,19,3202.9103400000004,209,18,3
14737,2019-07-12,2,287.08556,21,173,1
14738,2019-11-11,9,2221.48876,17,51,1
14739,2019-07-23,11,1080.46758,29,162,3
14741,2019-05-14,8,1677.84366,33,232,2
14744,2019-12-03,9,1887.92632,136,29,4
14748,2019-08-23,19,1861.85763,210,131,2
14755,2019-08-10,18,2862.45372,40,144,1
14761,2019-08-09,3,1026.6261200000001,116,145,1
14766,2019-04-18,5,878.4736000000001,10,258,3
14769,2019-09-20,33,5309.36055,80,103,3
14770,2019-09-29,9,1266.43495,139,94,2
14775,2019-01-29,9,1669.8585400000002,43,337,1
14776,2019-11-29,19,3169.5083200000004,31,33,1
14777,2019-06-20,1,73.94040000000001,2,195,1
14778,2019-12-21,15,2935.0243699999996,72,11,1
14779,2019-10-03,20,9099.28946,643,90,2
14782,2019-10-13,3,526.8747,11,80,1
14784,2019-09-26,3,266.473,12,97,1
14794,2019-08-12,5,845.51152,13,142,1
14796,2019-10-12,80,16177.74838,646,81,5
14798,2019-12-14,5,1292.9015,8,18,1
14800,2019-08-08,73,12105.548120000001,404,146,4
14805,2019-11-22,15,3187.6076,56,40,1
14810,2019-12-28,24,6919.01566,279,4,3
14813,2019-02-15,25,3140.37494,42,320,2
14821,2019-03-27,1,366.43,3,280,1
14825,2019-06-14,11,2235.91344,225,201,3
14828,2019-08-02,3,332.7046,5,152,1
14829,2019-06-12,19,5059.3963,47,203,4
14841,2019-06-13,11,2500.01776,24,202,1
14842,2019-12-27,2,192.78400000000002,2,5,1
14849,2019-11-03,31,5791.71702,219,59,5
14850,2019-12-06,12,1615.3329,30,26,2
14865,2019-01-30,1,56.3382,3,336,1
14866,2019-04-07,1,22.4495,1,269,1
14867,2019-08-07,8,1033.9316000000001,38,147,2
14871,2019-05-25,8,1035.8089200000002,35,221,1
14878,2019-06-15,6,1117.35476,16,200,1
14889,2019-08-06,7,596.1976,19,148,1
14895,2019-09-30,1,103.08,30,93,1
14896,2019-04-14,19,3913.5862,66,262,2
14898,2019-09-12,9,1773.46198,52,111,4
14901,2019-05-24,25,5083.46994,100,222,5
14907,2019-05-24,20,5214.33682,261,222,3
14911,2019-12-21,276,58290.54151,2232,11,26
14913,2019-06-09,7,1081.12936,30,206,1
14916,2019-09-24,7,2215.88928,20,99,1
14932,2019-04-13,3,905.68317,53,263,1
14944,2019-07-13,1,50.8164,2,172,1
14952,2019-04-29,7,658.75566,15,247,2
14961,2019-08-01,18,3546.91944,71,153,2
14970,2019-11-09,4,1437.06496,113,53,1
14976,2019-09-08,10,1043.79258,36,115,1
14978,2019-10-31,29,5197.6814,119,62,4
14985,2019-06-24,32,4731.43394,63,191,2
14987,2019-04-13,1,378.3612,26,263,1
15002,2019-07-20,23,3618.69652,157,165,3
15005,2019-12-13,70,12361.57988,812,19,6
15012,2019-01-09,30,6689.22509,184,357,2
15018,2019-03-20,1,313.2828,26,287,1
15021,2019-03-30,19,4318.21029,538,277,3
15023,2019-09-18,41,8885.7342,338,105,3
15024,2019-03-27,19,4918.07736,656,280,2
15028,2019-03-10,7,1110.04754,57,297,1
15032,2019-04-05,18,2158.43538,191,271,2
15033,2019-09-01,14,4345.24416,193,122,1
15034,2019-07-25,35,6823.95516,314,160,2
15038,2019-02-12,23,2796.39668,69,323,2
15039,2019-12-05,148,31711.1176,1665,27,8
15044,2019-08-16,52,9637.85424,594,138,4
15046,2019-12-12,21,4330.6435,114,20,3
15048,2019-03-07,5,1754.20127,65,300,1
15052,2019-10-17,19,3480.95382,67,76,1
15057,2019-11-16,17,3155.23036,67,46,1
15058,2019-12-03,33,6439.97028,96,29,2
15059,2019-10-06,16,2619.33134,44,87,2
15061,2019-10-27,80,18104.00138,782,66,10
15062,2019-06-11,7,453.33342,11,204,1
15070,2019-01-19,1,541.14814,103,347,1
15078,2019-10-16,30,6198.518760000001,165,77,6
15079,2019-11-20,17,4441.73906,39,42,2
15081,2019-03-26,4,549.7392199999999,10,281,1
15090,2019-12-26,15,2604.54464,32,6,2
15093,2019-07-23,17,4155.279030000001,114,162,3
15100,2019-08-30,6,967.7399200000001,15,124,6
15101,2019-08-01,4,297.44687999999996,7,153,2
15107,2019-12-09,12,1814.1550599999998,80,23,7
15110,2019-10-20,9,1990.0646000000002,719,73,1
15111,2019-01-20,9,3076.04088,777,346,1
15139,2019-08-03,4,313.51152,9,151,1
15144,2019-11-29,10,4480.91056,782,33,1
15157,2019-06-28,24,3344.43625,124,187,2
15159,2019-11-18,51,8538.83446,113,44,3
15160,2019-06-27,3,389.95815,5,188,1
15164,2019-07-18,5,509.60985000000005,24,167,1
15165,2019-01-11,12,2500.9433000000004,74,355,1
15167,2019-10-08,14,2902.09912,51,85,2
15171,2019-09-22,3,155.8228,9,101,2
15174,2019-09-30,1,596.70368,154,93,1
15179,2019-10-16,26,4192.90004,104,77,3
15180,2019-03-24,6,638.5524,6,283,1
15181,2019-05-24,2,81.83239999999999,2,222,2
15189,2019-11-29,7,1544.02286,81,33,4
15192,2019-04-19,9,1137.0247800000002,176,257,1
15194,2019-12-02,55,23676.47922,2020,30,7
15197,2019-08-22,3,76.03328,4,132,2
15199,2019-12-26,1,176.9666,3,6,1
15203,2019-12-07,6,283.67920000000004,39,25,1
15204,2019-06-27,7,408.12028000000004,11,188,1
15208,2019-07-12,1,96.06783999999999,3,173,1
15211,2019-04-20,8,1383.45373,117,256,1
15213,2019-10-22,9,807.9499599999999,28,71,2
15215,2019-11-03,2,291.34392,4,59,1
15218,2019-10-20,15,2896.74026,253,73,2
15221,2019-04-05,5,411.99490000000003,11,271,2
15222,2019-10-17,5,1011.8700000000001,7,76,1
15224,2019-06-20,9,395.88230000000004,29,195,4
15226,2019-12-12,7,921.9400600000001,10,20,1
15227,2019-11-03,5,1153.9872,17,59,1
15235,2019-12-19,34,8280.1967,557,13,6
15240,2019-12-04,11,2267.53914,25,28,2
15246,2019-06-13,6,319.83496,24,202,1
15260,2019-01-20,9,1885.55566,22,346,1
15262,2019-09-27,9,1797.6929400000001,19,96,1
15266,2019-07-23,4,725.9428,7,162,1
15270,2019-12-13,8,969.87808,25,19,1
15271,2019-07-26,16,4406.05015,264,159,2
15279,2019-07-06,7,2011.8717000000001,74,179,2
15281,2019-10-05,27,4122.64584,248,88,2
15288,2019-04-17,10,2799.1457600000003,122,259,1
15290,2019-09-04,7,678.335,23,119,3
15291,2019-10-14,13,1205.98392,93,79,6
15296,2019-09-10,30,7143.46704,211,113,2
15298,2019-09-20,17,2377.1707,182,103,4
15299,2019-01-29,1,394.54629,56,337,1
15301,2019-03-07,17,4037.11134,187,300,1
15304,2019-03-06,3,307.20374000000004,5,301,1
15311,2019-12-19,291,86901.49544,4211,13,24
15312,2019-07-07,5,762.5268699999999,27,178,2
15316,2019-09-09,1,57.92,1,114,1
15326,2019-08-14,10,1915.4674400000001,40,140,1
15329,2019-04-19,1,108.68271,22,257,1
15332,2019-04-06,17,2917.62244,231,270,2
15339,2019-10-23,32,5654.69112,70,70,1
15346,2019-08-17,7,775.16628,29,137,1
15347,2019-04-07,2,116.9762,5,269,1
15350,2019-01-10,3,637.9539,5,356,1
15351,2019-02-14,24,23632.806319999996,2160,321,2
15353,2019-03-20,4,1157.9774200000002,20,287,1
15356,2019-05-24,58,10465.08654,701,222,4
15358,2019-12-03,69,12059.25044,283,29,6
15361,2019-05-12,5,530.59032,7,234,1
15363,2019-01-22,2,1267.1708200000003,25,344,1
15365,2019-11-20,9,2155.9706,16,42,1
15366,2019-06-20,6,1380.59544,45,195,1
15370,2019-08-17,2,120.62236,8,137,1
15373,2019-10-30,16,2723.8591,229,63,4
15379,2019-09-28,62,12145.29962,477,95,6
15380,2019-04-19,1,386.4354,7,257,1
15384,2019-06-05,13,1771.06956,167,210,2
15392,2019-06-21,10,1675.30088,35,194,3
15394,2019-06-16,15,2870.62738,48,199,1
15395,2019-09-15,6,928.0785999999999,11,108,1
15415,2019-11-25,38,7676.142400000001,61,37,2
15421,2019-12-13,2,717.3542600000001,38,19,1
15422,2019-09-30,4,357.34074,6,93,2
15426,2019-03-15,33,7480.09496,440,292,3
15443,2019-10-08,24,3685.6779,68,85,1
15447,2019-08-27,5,732.4046599999999,44,127,1
15448,2019-11-27,21,5133.415800000001,54,35,1
15454,2019-05-10,11,1978.52704,113,236,1
15456,2019-06-11,12,1542.48096,30,204,1
15460,2019-07-11,33,7168.85531,274,174,2
15464,2019-07-25,68,15065.03122,839,160,2
15465,2019-10-05,11,1773.12312,88,88,4
15468,2019-05-23,1,8.6312,1,223,1
15482,2019-06-13,5,387.47610000000003,63,202,1
15485,2019-08-07,12,2822.13131,330,147,2
15497,2019-11-27,9,1852.8645800000002,14,35,2
15498,2019-10-14,85,12721.71534,511,79,7
15502,2019-03-16,22,5004.07775,395,291,2
15503,2019-05-03,39,4221.63952,397,243,1
15510,2019-08-28,1,39.1142,1,126,1
15512,2019-06-06,4,199.13412,12,209,1
15513,2019-11-08,18,5479.777120000001,386,54,5
15514,2019-05-25,52,7892.29683,526,221,3
15518,2019-10-23,28,4812.10272,152,70,2
15525,2019-01-09,36,8896.26625,417,357,1
15527,2019-11-18,17,3214.4615000000003,41,44,2
15529,2019-09-27,42,8881.35057,330,96,4
15532,2019-06-21,29,6503.82792,92,194,2
15535,2019-09-05,30,3886.6966,63,118,3
15544,2019-01-22,15,2324.2358200000003,35,344,1
15545,2019-02-10,12,4079.29608,92,325,1
15547,2019-11-19,48,8654.0263,357,43,4
15549,2019-11-22,33,9549.55332,260,40,3
15555,2019-05-15,49,6949.0383,240,231,3
15562,2019-07-14,1,92.9,1,171,1
15563,2019-06-14,6,1553.35284,26,201,1
15569,2019-08-19,1,305.1236,50,135,1
15570,2019-09-01,57,19107.83382,835,122,7
15574,2019-06-16,64,14190.35294,491,199,3
15579,2019-11-23,18,4080.5573600000002,35,39,2
15581,2019-07-11,17,3375.7360400000002,139,174,3
15587,2019-07-14,2,702.5220000000002,35,171,1
15589,2019-12-11,6,1421.8340699999999,57,21,1
15596,2019-11-08,18,3780.31556,242,54,3
15601,2019-11-14,88,19823.38732,1653,48,5
15602,2019-12-01,12,1651.5590000000002,20,31,6
15605,2019-01-10,9,2473.6922,21,356,1
15606,2019-09-22,4,475.08392999999995,14,101,1
15607,2019-08-03,6,947.2718,17,151,1
15611,2019-08-08,1,131.2682,3,146,1
15615,2019-08-30,20,4462.07684,403,124,2
15620,2019-06-19,13,1450.79854,53,196,1
15626,2019-08-30,7,1069.7236,30,124,1
15628,2019-03-27,14,2341.1499400000002,23,280,1
15640,2019-08-17,47,11557.43743,754,137,6
15641,2019-06-09,7,1437.17198,38,206,1
15646,2019-01-29,13,1945.2404400000003,37,337,1
15649,2019-08-04,2,103.58500000000001,2,150,2
15658,2019-12-18,17,6291.18882,160,14,4
15660,2019-04-11,6,692.6814800000001,15,265,1
15661,2019-11-01,5,1378.65,8,61,2
15664,2019-06-12,1,366.764,150,203,1
15673,2019-09-07,17,2507.84762,182,116,1
15680,2019-04-06,14,2678.1587900000004,75,270,1
15687,2019-12-07,22,5964.92584,430,25,2
15689,2019-05-12,2,1203.54536,182,234,1
15694,2019-12-06,12,2731.43892,85,26,5
15696,2019-11-21,28,3834.83111,59,41,5
15708,2019-11-25,47,9660.53816,551,37,4
15713,2019-05-24,5,1205.89634,21,222,2
15716,2019-02-17,22,2661.6012,76,318,2
15719,2019-12-18,95,17810.57432,796,14,3
15723,2019-04-26,22,4136.72417,85,250,1
15727,2019-08-25,37,7763.75246,750,129,2
15732,2019-01-25,4,371.05830000000003,5,341,1
15738,2019-11-28,15,2609.5548000000003,88,34,4
15749,2019-08-19,5,694.9100000000001,8,135,1
15750,2019-04-18,12,2151.9822400000003,41,258,3
15752,2019-01-17,8,1862.45099,92,349,1
15759,2019-06-20,1,135.81412,4,195,1
15769,2019-08-06,6,1049.5089600000001,36,148,3
15777,2019-10-28,6,664.7322800000002,11,65,3
15780,2019-06-26,9,1930.08524,19,189,1
15781,2019-12-31,3,835.90202,10,1,1
15789,2019-06-19,13,2440.46716,45,196,1
15797,2019-10-17,1,194.055,1,76,1
15799,2019-08-11,8,1173.40756,32,143,1
15805,2019-04-22,6,1877.3542000000002,250,254,1
15808,2019-12-30,123,27637.49433,889,2,7
15811,2019-06-28,12,1402.06472,33,187,2
15812,2019-10-29,2,384.85,2,64,1
15820,2019-10-14,9,1960.41566,137,79,2
15822,2019-06-08,6,1107.20914,86,207,1
15823,2019-07-28,9,819.12275,20,157,2
15827,2019-11-27,22,3486.2181000000005,38,35,5
15831,2019-09-24,3,1138.9696800000002,54,99,2
15834,2019-01-29,1,127.148,6,337,1
15835,2019-08-26,5,743.62796,26,128,1
15838,2019-12-10,5,595.0459000000001,19,22,3
15841,2019-07-20,5,195.32208,9,165,1
15845,2019-08-01,7,5745.5234,373,153,1
15854,2019-12-08,14,2787.04418,38,24,3
15856,2019-07-15,32,4923.249510000001,96,170,3
15858,2019-03-23,18,3697.8887799999998,107,284,1
15860,2019-03-06,10,2318.74896,179,301,1
15862,2019-01-03,40,10300.37106,332,363,1
15864,2019-12-04,8,1406.4966000000002,11,28,2
15867,2019-11-03,78,13358.43698,307,59,6
15880,2019-02-23,46,15666.152520000001,1060,312,2
15881,2019-12-04,19,4254.39719,87,28,4
15882,2019-03-13,11,2545.93542,109,294,2
15885,2019-12-19,1,32.4438,1,13,1
15889,2019-02-28,37,10270.80148,583,307,1
15894,2019-02-26,25,3803.39278,119,309,2
15898,2019-03-22,38,5021.92575,73,285,2
15899,2019-03-04,4,407.9992,9,303,1
15910,2019-11-08,28,6144.7249,302,54,1
15916,2019-08-29,27,4450.0618,76,125,4
15919,2019-03-06,24,5147.74256,401,301,1
15922,2019-01-22,6,797.69736,17,344,2
15923,2019-01-21,14,2440.32832,26,345,1
15938,2019-09-26,4,1434.5100000000002,8,97,1
15939,2019-12-07,7,1255.16868,58,25,4
15940,2019-12-10,1,20.43282,2,22,1
15945,2019-04-16,2,594.1981999999999,111,260,1
15950,2019-06-06,12,2297.9849,210,209,1
15953,2019-08-22,11,2620.30964,45,132,2
15955,2019-01-19,15,3722.49722,169,347,1
15965,2019-03-22,9,2216.7096800000004,191,285,1
15967,2019-10-20,15,3171.72632,80,73,1
15971,2019-12-10,3,372.64482,4,22,1
15973,2019-07-19,3,397.08189000000004,29,166,2
15981,2019-12-08,2,146.22562,5,24,1
15983,2019-05-26,38,6954.04432,447,220,4
15984,2019-07-22,5,720.9853099999999,18,163,2
15987,2019-03-04,3,278.59997999999996,14,303,1
15996,2019-04-09,9,1108.32346,44,267,2
15998,2019-05-09,48,9899.37062,516,237,1
16003,2019-06-07,9,1938.6186,120,208,1
16010,2019-05-07,14,3880.54512,331,239,1
16011,2019-12-09,33,6666.07894,79,23,3
16013,2019-08-02,8,578.965,15,152,5
16016,2019-04-06,33,7022.45684,482,270,3
16019,2019-11-20,9,1164.81968,37,42,3
16029,2019-12-26,31,5778.5729,142,6,9
16030,2019-12-16,21,3987.6556,45,16,1
16033,2019-09-14,50,9926.08878,493,109,4
16034,2019-08-18,2,338.358,82,136,1
16037,2019-06-13,7,1008.90685,109,202,1
16042,2019-08-19,5,618.388,14,135,3
16043,2019-10-28,8,1132.7552,24,65,1
16048,2019-01-13,5,1602.9233200000003,13,353,1
16059,2019-09-06,21,3041.3003400000002,181,117,2
16062,2019-04-27,5,713.2986000000001,7,249,1
16065,2019-04-15,39,8377.79271,110,261,2
16081,2019-03-29,14,3090.31975,216,278,1
16083,2019-05-24,8,596.4856,64,222,1
16085,2019-10-06,12,2440.62594,140,87,1
16086,2019-03-22,5,822.4624,8,285,1
16094,2019-08-01,1,35.2342,2,153,1
16098,2019-01-02,5,988.1271,13,364,1
16109,2019-12-24,3,851.5175,5,8,2
16110,2019-12-09,69,13010.70403,252,23,2
16112,2019-08-16,5,1031.2314000000001,15,138,2
16122,2019-08-17,8,1010.83707,24,137,2
16124,2019-11-14,8,1043.24256,23,48,2
16125,2019-03-26,11,1720.1115,21,281,1
16133,2019-11-15,7,1332.0029000000002,20,47,2
16134,2019-07-11,12,2652.54542,76,174,3
16138,2019-03-16,1,15.784,1,291,1
16140,2019-02-07,6,1190.8527600000002,28,328,1
16143,2019-07-07,12,3313.5118300000004,71,178,3
16145,2019-08-18,17,2546.2371700000003,63,136,4
16150,2019-08-01,14,2590.7581600000003,98,153,2
16153,2019-07-05,7,1275.1364,11,180,1
16156,2019-12-12,13,2107.52868,20,20,1
16161,2019-12-10,64,11745.34463,341,22,7
16163,2019-04-20,4,166.32618,5,256,1
16168,2019-10-16,3,578.2384000000001,70,77,2
16186,2019-01-25,2,925.83961,50,341,1
16191,2019-12-03,15,1705.43272,53,29,9
16202,2019-05-22,7,934.17744,27,224,1
16203,2019-08-18,11,1804.92,22,136,2
16206,2019-09-05,11,1869.26488,117,118,1
16210,2019-12-15,20,4382.333320000001,65,17,6
16218,2019-01-04,17,4166.47286,40,362,2
16221,2019-03-21,4,1256.91446,199,286,1
16222,2019-10-26,71,12996.7011,336,67,2
16233,2019-08-30,6,764.4938000000001,24,124,4
16235,2019-09-04,7,970.9304999999999,10,119,2
16241,2019-07-19,30,7105.03085,324,166,3
16244,2019-01-20,28,6221.29763,90,346,2
16250,2019-01-02,8,2281.19164,20,364,1
16252,2019-04-10,12,1884.8395400000002,29,266,2
16255,2019-07-17,24,5085.824500000001,104,168,2
16262,2019-05-24,2,747.3000000000001,7,222,1
16265,2019-04-24,10,3269.9635200000002,143,252,1
16270,2019-07-12,23,4961.18886,303,173,1
16271,2019-06-20,4,786.6314199999999,21,195,1
16274,2019-01-13,32,7653.70347,469,353,1
16279,2019-08-13,2,201.83620000000002,3,141,1
16282,2019-07-17,8,904.1778,17,168,1
16293,2019-03-24,7,741.9093,16,283,1
16303,2019-08-15,14,2679.1498,114,139,1
16306,2019-08-01,7,543.65378,19,153,2
16315,2019-08-27,4,316.4946,16,127,1
16316,2019-07-22,17,2496.75076,27,163,2
16321,2019-09-27,2,290.36809999999997,58,96,1
16326,2019-11-22,14,2224.91044,70,40,3
16327,2019-11-17,54,10244.8235,195,45,3
16333,2019-12-16,1,648.7645,6,16,1
16350,2019-08-13,13,1154.9057400000002,29,141,2
16351,2019-08-17,2,388.71856,10,137,1
16353,2019-12-20,9,1005.82996,21,12,7
16359,2019-09-04,4,99.30766,5,119,2
16365,2019-06-09,6,458.46614,14,206,2
16367,2019-05-06,14,1655.68488,40,240,1
16378,2019-12-12,9,1784.4587000000001,18,20,1
16385,2019-04-04,9,1047.90696,42,272,2
16387,2019-10-02,2,54.645779999999995,4,91,1
16393,2019-05-06,13,1562.40404,202,240,4
16395,2019-09-26,39,6836.6705600000005,215,97,2
16401,2019-09-05,10,896.51658,23,118,1
16402,2019-02-24,27,7317.126180000001,163,311,2
16403,2019-11-30,3,923.75348,36,32,1
16405,2019-12-15,1,57.86748,4,17,1
16407,2019-11-30,10,1463.51648,23,32,1
16409,2019-11-03,30,5260.88268,118,59,2
16411,2019-02-23,10,1046.95512,77,312,1
16419,2019-12-06,7,1045.72059,28,26,1
16422,2019-12-07,27,5291.52688,503,25,9
16424,2019-07-28,1,18.5434,1,157,1
16442,2019-05-23,29,5583.29998,58,223,2
16455,2019-05-21,13,1937.979,138,225,2
16456,2019-12-28,42,8745.72765,264,4,2
16458,2019-05-24,5,567.98764,72,222,1
16470,2019-06-14,20,2785.26734,130,201,1
16473,2019-08-02,4,435.33968000000004,57,152,1
16477,2019-10-11,30,5192.578240000001,129,82,3
16493,2019-08-30,1,150.042,7,124,1
16496,2019-11-05,31,6415.2972,74,57,1
16497,2019-10-27,10,3392.8772,332,66,2
16499,2019-06-01,13,2265.13988,43,214,5
16500,2019-08-26,1,15.062399999999998,1,128,1
16503,2019-08-28,26,5090.2852,322,126,3
16510,2019-01-24,10,2222.35696,22,342,2
16515,2019-12-07,16,2716.5110400000003,139,25,1
16519,2019-04-18,1,109.69955999999999,6,258,1
16520,2019-04-16,32,8346.75049,184,260,2
16523,2019-11-18,18,2011.37352,47,44,2
16525,2019-12-29,27,3717.53107,43,3,5
16531,2019-10-23,9,1505.46466,83,70,2
16532,2019-07-21,1,17.151,1,164,1
16539,2019-06-20,14,3927.3919800000003,123,195,2
16546,2019-01-29,11,1820.40568,18,337,2
16549,2019-08-10,15,1798.2830800000002,68,144,1
16550,2019-03-14,22,3877.53189,155,293,2
16551,2019-08-02,8,733.01548,20,152,1
16552,2019-01-07,4,524.15922,7,359,1
16553,2019-05-31,5,7489.20828,265,215,2
16554,2019-08-23,1,598.1178,29,131,1
16556,2019-05-30,9,1557.6194,25,216,1
16558,2019-10-12,28,4139.42116,108,81,4
16560,2019-06-19,10,2358.3900000000003,158,196,1
16565,2019-05-01,2,105.5484,11,245,1
16567,2019-08-01,14,2393.5398800000003,36,153,1
16570,2019-12-04,11,2046.01446,30,28,3
16579,2019-04-19,1,280.731,5,257,1
16583,2019-01-05,5,2188.8996399999996,708,361,1
16593,2019-09-05,1,8.249,1,118,1
16596,2019-04-10,3,101.0341,16,266,1
16600,2019-07-21,1,1077.75928,289,164,1
16607,2019-06-28,8,837.57506,37,187,3
16612,2019-12-05,14,2956.89185,88,27,1
16618,2019-10-03,24,5535.12488,59,90,2
16634,2019-01-30,6,1199.6819,10,336,1
16638,2019-09-02,3,323.47697999999997,50,121,3
16654,2019-03-16,5,813.4316,27,291,1
16655,2019-08-22,13,2551.3472,419,132,1
16656,2019-11-03,6,193.6237,19,59,4
16658,2019-03-14,7,1044.59814,11,293,1
16660,2019-10-14,1,43.57258,6,79,1
16665,2019-05-10,5,1113.1362400000003,69,236,1
16670,2019-09-14,25,4086.58308,277,109,4
16676,2019-07-28,8,1022.98482,50,157,1
16679,2019-04-05,1,105.63174000000001,5,271,1
16684,2019-12-17,33,6195.419540000001,134,15,4
16686,2019-07-04,51,9219.744120000001,123,181,2
16700,2019-11-09,24,4697.4698,83,53,3
16701,2019-08-22,9,1538.06868,28,132,3
16705,2019-12-08,28,3600.4307200000003,313,24,4
16710,2019-05-31,28,5043.11735,330,215,2
16711,2019-06-27,1,21.3282,1,188,1
16713,2019-07-07,49,9897.75789,566,178,3
16714,2019-11-01,47,11607.26236,233,61,1
16716,2019-12-10,1,46.90792,1,22,1
16717,2019-12-13,8,1333.10374,52,19,2
16718,2019-02-22,28,5000.665260000001,68,313,2
16719,2019-07-21,34,6719.99814,236,164,4
16722,2019-05-24,22,2722.48475,49,222,3
16725,2019-12-26,67,12736.880060000001,851,6,5
16726,2019-05-16,8,882.1792,97,230,1
16727,2019-04-30,21,4069.1586800000005,245,246,1
16730,2019-10-16,9,3388.5763,23,77,1
16735,2019-08-10,26,3648.7664400000003,139,144,2
16743,2019-06-15,13,2832.99773,184,200,1
16745,2019-12-30,28,5991.65896,90,2,2
16746,2019-09-05,27,3339.3325,74,118,3
16748,2019-12-19,9,2089.7149400000003,56,13,2
16752,2019-01-21,4,1060.77894,16,345,1
16754,2019-01-30,2,164.5906,2,336,1
16755,2019-11-17,7,1786.3599600000002,22,45,1
16757,2019-10-20,6,998.7561400000001,10,73,1
16767,2019-11-10,26,6906.03762,100,52,1
16770,2019-11-24,45,9875.85326,127,38,3
16771,2019-12-13,57,11887.739660000001,377,19,2
16775,2019-08-29,19,2992.2850000000003,42,125,2
16779,2019-12-10,36,6392.67424,456,22,7
16781,2019-04-19,14,2251.07268,23,257,2
16782,2019-11-06,61,10891.56417,1376,56,7
16791,2019-08-21,17,3675.67666,78,133,1
16795,2019-04-18,32,5565.20711,284,258,2
16805,2019-05-31,31,4096.785080000001,207,215,1
16810,2019-05-23,1,35.5944,1,223,1
16812,2019-05-26,7,2028.59912,52,220,1
16814,2019-12-16,36,8621.618050000001,318,16,7
16816,2019-11-26,16,2976.3204,24,36,3
16817,2019-06-02,13,1955.69214,94,213,3
16833,2019-08-10,8,1583.82456,67,144,1
16835,2019-01-16,1,285.08371999999997,12,350,1
16839,2019-11-27,10,1864.56771,53,35,5
16843,2019-09-07,8,1757.3725600000002,99,116,2
16850,2019-08-14,13,1680.59554,28,140,1
16858,2019-04-07,2,691.0129400000001,14,269,2
16861,2019-03-16,1,40.907700000000006,10,291,1
16863,2019-05-22,5,1344.80922,297,224,2
16873,2019-07-09,43,3704.39258,200,176,2
16875,2019-08-17,17,2425.61904,113,137,2
16882,2019-11-04,1,267.8,2,58,1
16883,2019-02-01,11,2568.49308,22,334,1
16885,2019-06-29,23,3851.29938,190,186,1
16889,2019-08-02,20,5321.1003,979,152,1
16891,2019-02-02,37,8777.65378,372,333,2
16892,2019-09-28,1,47.23855999999999,4,95,1
16893,2019-03-30,31,3854.53888,98,277,2
16897,2019-11-22,19,3981.09232,34,40,1
16898,2019-04-18,11,3651.21094,127,258,2
16899,2019-05-30,9,881.27764,21,216,1
16904,2019-09-21,44,6744.5953,234,102,2
16905,2019-02-01,5,1069.6060000000002,28,334,1
16907,2019-04-20,19,4024.55884,469,256,1
16912,2019-09-30,5,1033.81324,30,93,1
16916,2019-01-23,23,3706.49226,110,343,1
16918,2019-11-04,10,2613.1374000000005,108,58,2
16919,2019-05-31,34,8089.2772,969,215,2
16923,2019-11-22,59,16290.335420000001,1052,40,5
16926,2019-02-04,6,640.70312,17,331,1
16927,2019-05-15,1,39.8942,9,231,1
16928,2019-10-03,5,1703.30472,94,90,2
16931,2019-10-07,54,12368.52893,388,86,4
16938,2019-12-21,9,2168.1843,21,11,2
16943,2019-10-26,10,1629.4584,25,67,1
16945,2019-06-22,7,1506.9146,32,193,1
16948,2019-09-15,4,628.5715,57,108,1
16949,2019-11-08,4,931.9382,8,54,1
16950,2019-03-24,2,187.305,4,283,1
16954,2019-06-03,5,418.1947,42,212,1
16955,2019-08-06,12,1456.83886,20,148,4
16983,2019-10-11,10,1329.60274,42,82,2
16985,2019-12-12,17,4152.16436,543,20,3
16992,2019-12-14,2,49.36714,4,18,1
16995,2019-01-30,1,27.1854,1,336,1
16996,2019-07-13,4,394.86234,35,172,3
16997,2019-12-19,5,706.6298800000001,22,13,2
17001,2019-10-17,18,1898.26646,153,76,2
17007,2019-07-12,8,1356.3891999999998,185,173,2
17017,2019-06-01,42,7774.88281,253,214,5
